freq,unit,na_item,geo,time,gdp_pc_real_index_2020,country,year
A,CLV_I20_HAB,B1GQ,NL,1995,72.032000000,NLD,1995
A,CLV_I20_HAB,B1GQ,NL,1996,74.156000000,NLD,1996
A,CLV_I20_HAB,B1GQ,NL,1997,76.905000000,NLD,1997
A,CLV_I20_HAB,B1GQ,NL,1998,79.987000000,NLD,1998
A,CLV_I20_HAB,B1GQ,NL,1999,83.463000000,NLD,1999
A,CLV_I20_HAB,B1GQ,NL,2000,86.363000000,NLD,2000
A,CLV_I20_HAB,B1GQ,NL,2001,87.709000000,NLD,2001
A,CLV_I20_HAB,B1GQ,NL,2002,87.363000000,NLD,2002
A,CLV_I20_HAB,B1GQ,NL,2003,87.039000000,NLD,2003
A,CLV_I20_HAB,B1GQ,NL,2004,88.483000000,NLD,2004
A,CLV_I20_HAB,B1GQ,NL,2005,90.073000000,NLD,2005
A,CLV_I20_HAB,B1GQ,NL,2006,93.111000000,NLD,2006
A,CLV_I20_HAB,B1GQ,NL,2007,96.516000000,NLD,2007
A,CLV_I20_HAB,B1GQ,NL,2008,98.175000000,NLD,2008
A,CLV_I20_HAB,B1GQ,NL,2009,94.096000000,NLD,2009
A,CLV_I20_HAB,B1GQ,NL,2010,94.850000000,NLD,2010
A,CLV_I20_HAB,B1GQ,NL,2011,96.081000000,NLD,2011
A,CLV_I20_HAB,B1GQ,NL,2012,94.789000000,NLD,2012
A,CLV_I20_HAB,B1GQ,NL,2013,94.484000000,NLD,2013
A,CLV_I20_HAB,B1GQ,NL,2014,95.661000000,NLD,2014
A,CLV_I20_HAB,B1GQ,NL,2015,97.257000000,NLD,2015
A,CLV_I20_HAB,B1GQ,NL,2016,99.088000000,NLD,2016
A,CLV_I20_HAB,B1GQ,NL,2017,101.244000000,NLD,2017
A,CLV_I20_HAB,B1GQ,NL,2018,102.924000000,NLD,2018
A,CLV_I20_HAB,B1GQ,NL,2019,104.605000000,NLD,2019
A,CLV_I20_HAB,B1GQ,NL,2020,100.000000000,NLD,2020
A,CLV_I20_HAB,B1GQ,NL,2021,105.725000000,NLD,2021
A,CLV_I20_HAB,B1GQ,NL,2022,109.965000000,NLD,2022
A,CLV_I20_HAB,B1GQ,NL,2023,108.232000000,NLD,2023
A,CLV_I20_HAB,B1GQ,NL,2024,108.683000000,NLD,2024
A,CLV_I20_HAB,B1GQ,AT,1995,77.376000000,AUT,1995
A,CLV_I20_HAB,B1GQ,AT,1996,78.984000000,AUT,1996
A,CLV_I20_HAB,B1GQ,AT,1997,80.588000000,AUT,1997
A,CLV_I20_HAB,B1GQ,AT,1998,83.311000000,AUT,1998
A,CLV_I20_HAB,B1GQ,AT,1999,86.277000000,AUT,1999
A,CLV_I20_HAB,B1GQ,AT,2000,88.815000000,AUT,2000
A,CLV_I20_HAB,B1GQ,AT,2001,89.641000000,AUT,2001
A,CLV_I20_HAB,B1GQ,AT,2002,90.523000000,AUT,2002
A,CLV_I20_HAB,B1GQ,AT,2003,91.149000000,AUT,2003
A,CLV_I20_HAB,B1GQ,AT,2004,92.901000000,AUT,2004
A,CLV_I20_HAB,B1GQ,AT,2005,94.412000000,AUT,2005
A,CLV_I20_HAB,B1GQ,AT,2006,96.995000000,AUT,2006
A,CLV_I20_HAB,B1GQ,AT,2007,100.327000000,AUT,2007
A,CLV_I20_HAB,B1GQ,AT,2008,101.462000000,AUT,2008
A,CLV_I20_HAB,B1GQ,AT,2009,97.590000000,AUT,2009
A,CLV_I20_HAB,B1GQ,AT,2010,99.123000000,AUT,2010
A,CLV_I20_HAB,B1GQ,AT,2011,101.690000000,AUT,2011
A,CLV_I20_HAB,B1GQ,AT,2012,101.870000000,AUT,2012
A,CLV_I20_HAB,B1GQ,AT,2013,101.004000000,AUT,2013
A,CLV_I20_HAB,B1GQ,AT,2014,100.973000000,AUT,2014
A,CLV_I20_HAB,B1GQ,AT,2015,101.275000000,AUT,2015
A,CLV_I20_HAB,B1GQ,AT,2016,102.114000000,AUT,2016
A,CLV_I20_HAB,B1GQ,AT,2017,103.778000000,AUT,2017
A,CLV_I20_HAB,B1GQ,AT,2018,105.843000000,AUT,2018
A,CLV_I20_HAB,B1GQ,AT,2019,107.216000000,AUT,2019
A,CLV_I20_HAB,B1GQ,AT,2020,100.000000000,AUT,2020
A,CLV_I20_HAB,B1GQ,AT,2021,104.517000000,AUT,2021
A,CLV_I20_HAB,B1GQ,AT,2022,108.856000000,AUT,2022
A,CLV_I20_HAB,B1GQ,AT,2023,107.080000000,AUT,2023
A,CLV_I20_HAB,B1GQ,AT,2024,105.827000000,AUT,2024
A,CLV_I20_HAB,B1GQ,PL,1995,37.547000000,POL,1995
A,CLV_I20_HAB,B1GQ,PL,1996,39.821000000,POL,1996
A,CLV_I20_HAB,B1GQ,PL,1997,42.350000000,POL,1997
A,CLV_I20_HAB,B1GQ,PL,1998,44.316000000,POL,1998
A,CLV_I20_HAB,B1GQ,PL,1999,46.416000000,POL,1999
A,CLV_I20_HAB,B1GQ,PL,2000,48.595000000,POL,2000
A,CLV_I20_HAB,B1GQ,PL,2001,49.201000000,POL,2001
A,CLV_I20_HAB,B1GQ,PL,2002,50.161000000,POL,2002
A,CLV_I20_HAB,B1GQ,PL,2003,51.978000000,POL,2003
A,CLV_I20_HAB,B1GQ,PL,2004,54.646000000,POL,2004
A,CLV_I20_HAB,B1GQ,PL,2005,56.456000000,POL,2005
A,CLV_I20_HAB,B1GQ,PL,2006,60.003000000,POL,2006
A,CLV_I20_HAB,B1GQ,PL,2007,64.087000000,POL,2007
A,CLV_I20_HAB,B1GQ,PL,2008,66.896000000,POL,2008
A,CLV_I20_HAB,B1GQ,PL,2009,68.578000000,POL,2009
A,CLV_I20_HAB,B1GQ,PL,2010,70.958000000,POL,2010
A,CLV_I20_HAB,B1GQ,PL,2011,74.670000000,POL,2011
A,CLV_I20_HAB,B1GQ,PL,2012,75.783000000,POL,2012
A,CLV_I20_HAB,B1GQ,PL,2013,76.357000000,POL,2013
A,CLV_I20_HAB,B1GQ,PL,2014,79.403000000,POL,2014
A,CLV_I20_HAB,B1GQ,PL,2015,82.976000000,POL,2015
A,CLV_I20_HAB,B1GQ,PL,2016,85.547000000,POL,2016
A,CLV_I20_HAB,B1GQ,PL,2017,89.942000000,POL,2017
A,CLV_I20_HAB,B1GQ,PL,2018,95.574000000,POL,2018
A,CLV_I20_HAB,B1GQ,PL,2019,99.974000000,POL,2019
A,CLV_I20_HAB,B1GQ,PL,2020,100.000000000,POL,2020
A,CLV_I20_HAB,B1GQ,PL,2021,107.486000000,POL,2021
A,CLV_I20_HAB,B1GQ,PL,2022,110.719000000,POL,2022
A,CLV_I20_HAB,B1GQ,PL,2023,111.435000000,POL,2023
A,CLV_I20_HAB,B1GQ,PL,2024,115.376000000,POL,2024
A,CLV_I20_HAB,B1GQ,PT,1995,80.624000000,PRT,1995
A,CLV_I20_HAB,B1GQ,PT,1996,83.137000000,PRT,1996
A,CLV_I20_HAB,B1GQ,PT,1997,86.409000000,PRT,1997
A,CLV_I20_HAB,B1GQ,PT,1998,90.107000000,PRT,1998
A,CLV_I20_HAB,B1GQ,PT,1999,93.099000000,PRT,1999
A,CLV_I20_HAB,B1GQ,PT,2000,95.974000000,PRT,2000
A,CLV_I20_HAB,B1GQ,PT,2001,97.152000000,PRT,2001
A,CLV_I20_HAB,B1GQ,PT,2002,97.367000000,PRT,2002
A,CLV_I20_HAB,B1GQ,PT,2003,96.099000000,PRT,2003
A,CLV_I20_HAB,B1GQ,PT,2004,97.584000000,PRT,2004
A,CLV_I20_HAB,B1GQ,PT,2005,98.165000000,PRT,2005
A,CLV_I20_HAB,B1GQ,PT,2006,99.581000000,PRT,2006
A,CLV_I20_HAB,B1GQ,PT,2007,101.877000000,PRT,2007
A,CLV_I20_HAB,B1GQ,PT,2008,102.054000000,PRT,2008
A,CLV_I20_HAB,B1GQ,PT,2009,98.774000000,PRT,2009
A,CLV_I20_HAB,B1GQ,PT,2010,100.444000000,PRT,2010
A,CLV_I20_HAB,B1GQ,PT,2011,98.710000000,PRT,2011
A,CLV_I20_HAB,B1GQ,PT,2012,95.099000000,PRT,2012
A,CLV_I20_HAB,B1GQ,PT,2013,94.679000000,PRT,2013
A,CLV_I20_HAB,B1GQ,PT,2014,95.879000000,PRT,2014
A,CLV_I20_HAB,B1GQ,PT,2015,97.758000000,PRT,2015
A,CLV_I20_HAB,B1GQ,PT,2016,99.961000000,PRT,2016
A,CLV_I20_HAB,B1GQ,PT,2017,103.438000000,PRT,2017
A,CLV_I20_HAB,B1GQ,PT,2018,106.542000000,PRT,2018
A,CLV_I20_HAB,B1GQ,PT,2019,109.258000000,PRT,2019
A,CLV_I20_HAB,B1GQ,PT,2020,100.000000000,PRT,2020
A,CLV_I20_HAB,B1GQ,PT,2021,105.327000000,PRT,2021
A,CLV_I20_HAB,B1GQ,PT,2022,112.027000000,PRT,2022
A,CLV_I20_HAB,B1GQ,PT,2023,114.306000000,PRT,2023
A,CLV_I20_HAB,B1GQ,PT,2024,115.564000000,PRT,2024
A,CLV_I20_HAB,B1GQ,RO,1995,42.198000000,ROU,1995
A,CLV_I20_HAB,B1GQ,RO,1996,43.990000000,ROU,1996
A,CLV_I20_HAB,B1GQ,RO,1997,41.971000000,ROU,1997
A,CLV_I20_HAB,B1GQ,RO,1998,41.198000000,ROU,1998
A,CLV_I20_HAB,B1GQ,RO,1999,41.125000000,ROU,1999
A,CLV_I20_HAB,B1GQ,RO,2000,42.180000000,ROU,2000
A,CLV_I20_HAB,B1GQ,RO,2001,44.434000000,ROU,2001
A,CLV_I20_HAB,B1GQ,RO,2002,48.555000000,ROU,2002
A,CLV_I20_HAB,B1GQ,RO,2003,49.926000000,ROU,2003
A,CLV_I20_HAB,B1GQ,RO,2004,55.447000000,ROU,2004
A,CLV_I20_HAB,B1GQ,RO,2005,58.395000000,ROU,2005
A,CLV_I20_HAB,B1GQ,RO,2006,63.458000000,ROU,2006
A,CLV_I20_HAB,B1GQ,RO,2007,69.061000000,ROU,2007
A,CLV_I20_HAB,B1GQ,RO,2008,76.758000000,ROU,2008
A,CLV_I20_HAB,B1GQ,RO,2009,73.130000000,ROU,2009
A,CLV_I20_HAB,B1GQ,RO,2010,70.692000000,ROU,2010
A,CLV_I20_HAB,B1GQ,RO,2011,74.234000000,ROU,2011
A,CLV_I20_HAB,B1GQ,RO,2012,75.977000000,ROU,2012
A,CLV_I20_HAB,B1GQ,RO,2013,76.461000000,ROU,2013
A,CLV_I20_HAB,B1GQ,RO,2014,79.897000000,ROU,2014
A,CLV_I20_HAB,B1GQ,RO,2015,82.811000000,ROU,2015
A,CLV_I20_HAB,B1GQ,RO,2016,85.680000000,ROU,2016
A,CLV_I20_HAB,B1GQ,RO,2017,93.239000000,ROU,2017
A,CLV_I20_HAB,B1GQ,RO,2018,98.819000000,ROU,2018
A,CLV_I20_HAB,B1GQ,RO,2019,103.207000000,ROU,2019
A,CLV_I20_HAB,B1GQ,RO,2020,100.000000000,ROU,2020
A,CLV_I20_HAB,B1GQ,RO,2021,106.446000000,ROU,2021
A,CLV_I20_HAB,B1GQ,RO,2022,111.410000000,ROU,2022
A,CLV_I20_HAB,B1GQ,RO,2023,113.855000000,ROU,2023
A,CLV_I20_HAB,B1GQ,RO,2024,114.932000000,ROU,2024
A,CLV_I20_HAB,B1GQ,SI,1995,58.255000000,SVN,1995
A,CLV_I20_HAB,B1GQ,SI,1996,59.917000000,SVN,1996
A,CLV_I20_HAB,B1GQ,SI,1997,63.128000000,SVN,1997
A,CLV_I20_HAB,B1GQ,SI,1998,65.192000000,SVN,1998
A,CLV_I20_HAB,B1GQ,SI,1999,68.580000000,SVN,1999
A,CLV_I20_HAB,B1GQ,SI,2000,70.776000000,SVN,2000
A,CLV_I20_HAB,B1GQ,SI,2001,72.684000000,SVN,2001
A,CLV_I20_HAB,B1GQ,SI,2002,74.954000000,SVN,2002
A,CLV_I20_HAB,B1GQ,SI,2003,77.301000000,SVN,2003
A,CLV_I20_HAB,B1GQ,SI,2004,80.775000000,SVN,2004
A,CLV_I20_HAB,B1GQ,SI,2005,83.740000000,SVN,2005
A,CLV_I20_HAB,B1GQ,SI,2006,88.377000000,SVN,2006
A,CLV_I20_HAB,B1GQ,SI,2007,94.170000000,SVN,2007
A,CLV_I20_HAB,B1GQ,SI,2008,97.196000000,SVN,2008
A,CLV_I20_HAB,B1GQ,SI,2009,88.952000000,SVN,2009
A,CLV_I20_HAB,B1GQ,SI,2010,89.627000000,SVN,2010
A,CLV_I20_HAB,B1GQ,SI,2011,90.037000000,SVN,2011
A,CLV_I20_HAB,B1GQ,SI,2012,87.245000000,SVN,2012
A,CLV_I20_HAB,B1GQ,SI,2013,86.410000000,SVN,2013
A,CLV_I20_HAB,B1GQ,SI,2014,88.700000000,SVN,2014
A,CLV_I20_HAB,B1GQ,SI,2015,90.757000000,SVN,2015
A,CLV_I20_HAB,B1GQ,SI,2016,93.451000000,SVN,2016
A,CLV_I20_HAB,B1GQ,SI,2017,98.230000000,SVN,2017
A,CLV_I20_HAB,B1GQ,SI,2018,102.228000000,SVN,2018
A,CLV_I20_HAB,B1GQ,SI,2019,104.947000000,SVN,2019
A,CLV_I20_HAB,B1GQ,SI,2020,100.000000000,SVN,2020
A,CLV_I20_HAB,B1GQ,SI,2021,108.163000000,SVN,2021
A,CLV_I20_HAB,B1GQ,SI,2022,110.962000000,SVN,2022
A,CLV_I20_HAB,B1GQ,SI,2023,113.001000000,SVN,2023
A,CLV_I20_HAB,B1GQ,SI,2024,114.616000000,SVN,2024
A,CLV_I20_HAB,B1GQ,SK,1995,43.662000000,SVK,1995
A,CLV_I20_HAB,B1GQ,SK,1996,46.245000000,SVK,1996
A,CLV_I20_HAB,B1GQ,SK,1997,48.693000000,SVK,1997
A,CLV_I20_HAB,B1GQ,SK,1998,50.487000000,SVK,1998
A,CLV_I20_HAB,B1GQ,SK,1999,50.204000000,SVK,1999
A,CLV_I20_HAB,B1GQ,SK,2000,50.552000000,SVK,2000
A,CLV_I20_HAB,B1GQ,SK,2001,52.236000000,SVK,2001
A,CLV_I20_HAB,B1GQ,SK,2002,54.552000000,SVK,2002
A,CLV_I20_HAB,B1GQ,SK,2003,57.194000000,SVK,2003
A,CLV_I20_HAB,B1GQ,SK,2004,60.243000000,SVK,2004
A,CLV_I20_HAB,B1GQ,SK,2005,64.093000000,SVK,2005
A,CLV_I20_HAB,B1GQ,SK,2006,69.764000000,SVK,2006
A,CLV_I20_HAB,B1GQ,SK,2007,77.231000000,SVK,2007
A,CLV_I20_HAB,B1GQ,SK,2008,81.233000000,SVK,2008
A,CLV_I20_HAB,B1GQ,SK,2009,76.592000000,SVK,2009
A,CLV_I20_HAB,B1GQ,SK,2010,81.610000000,SVK,2010
A,CLV_I20_HAB,B1GQ,SK,2011,84.195000000,SVK,2011
A,CLV_I20_HAB,B1GQ,SK,2012,85.387000000,SVK,2012
A,CLV_I20_HAB,B1GQ,SK,2013,85.880000000,SVK,2013
A,CLV_I20_HAB,B1GQ,SK,2014,88.116000000,SVK,2014
A,CLV_I20_HAB,B1GQ,SK,2015,92.613000000,SVK,2015
A,CLV_I20_HAB,B1GQ,SK,2016,94.269000000,SVK,2016
A,CLV_I20_HAB,B1GQ,SK,2017,96.844000000,SVK,2017
A,CLV_I20_HAB,B1GQ,SK,2018,100.637000000,SVK,2018
A,CLV_I20_HAB,B1GQ,SK,2019,102.791000000,SVK,2019
A,CLV_I20_HAB,B1GQ,SK,2020,100.000000000,SVK,2020
A,CLV_I20_HAB,B1GQ,SK,2021,106.041000000,SVK,2021
A,CLV_I20_HAB,B1GQ,SK,2022,106.296000000,SVK,2022
A,CLV_I20_HAB,B1GQ,SK,2023,108.536000000,SVK,2023
A,CLV_I20_HAB,B1GQ,SK,2024,110.612000000,SVK,2024
A,CLV_I20_HAB,B1GQ,FI,1995,66.897000000,FIN,1995
A,CLV_I20_HAB,B1GQ,FI,1996,69.119000000,FIN,1996
A,CLV_I20_HAB,B1GQ,FI,1997,73.324000000,FIN,1997
A,CLV_I20_HAB,B1GQ,FI,1998,77.118000000,FIN,1998
A,CLV_I20_HAB,B1GQ,FI,1999,80.316000000,FIN,1999
A,CLV_I20_HAB,B1GQ,FI,2000,84.761000000,FIN,2000
A,CLV_I20_HAB,B1GQ,FI,2001,86.801000000,FIN,2001
A,CLV_I20_HAB,B1GQ,FI,2002,88.052000000,FIN,2002
A,CLV_I20_HAB,B1GQ,FI,2003,89.610000000,FIN,2003
A,CLV_I20_HAB,B1GQ,FI,2004,92.928000000,FIN,2004
A,CLV_I20_HAB,B1GQ,FI,2005,95.183000000,FIN,2005
A,CLV_I20_HAB,B1GQ,FI,2006,98.629000000,FIN,2006
A,CLV_I20_HAB,B1GQ,FI,2007,103.429000000,FIN,2007
A,CLV_I20_HAB,B1GQ,FI,2008,103.756000000,FIN,2008
A,CLV_I20_HAB,B1GQ,FI,2009,94.921000000,FIN,2009
A,CLV_I20_HAB,B1GQ,FI,2010,97.481000000,FIN,2010
A,CLV_I20_HAB,B1GQ,FI,2011,99.350000000,FIN,2011
A,CLV_I20_HAB,B1GQ,FI,2012,97.373000000,FIN,2012
A,CLV_I20_HAB,B1GQ,FI,2013,95.975000000,FIN,2013
A,CLV_I20_HAB,B1GQ,FI,2014,95.106000000,FIN,2014
A,CLV_I20_HAB,B1GQ,FI,2015,95.236000000,FIN,2015
A,CLV_I20_HAB,B1GQ,FI,2016,97.422000000,FIN,2016
A,CLV_I20_HAB,B1GQ,FI,2017,100.404000000,FIN,2017
A,CLV_I20_HAB,B1GQ,FI,2018,101.455000000,FIN,2018
A,CLV_I20_HAB,B1GQ,FI,2019,102.724000000,FIN,2019
A,CLV_I20_HAB,B1GQ,FI,2020,100.000000000,FIN,2020
A,CLV_I20_HAB,B1GQ,FI,2021,102.476000000,FIN,2021
A,CLV_I20_HAB,B1GQ,FI,2022,102.972000000,FIN,2022
A,CLV_I20_HAB,B1GQ,FI,2023,101.270000000,FIN,2023
A,CLV_I20_HAB,B1GQ,FI,2024,100.863000000,FIN,2024
A,CLV_I20_HAB,B1GQ,SE,1995,67.900000000,SWE,1995
A,CLV_I20_HAB,B1GQ,SE,1996,68.960000000,SWE,1996
A,CLV_I20_HAB,B1GQ,SE,1997,71.038000000,SWE,1997
A,CLV_I20_HAB,B1GQ,SE,1998,74.012000000,SWE,1998
A,CLV_I20_HAB,B1GQ,SE,1999,77.071000000,SWE,1999
A,CLV_I20_HAB,B1GQ,SE,2000,80.516000000,SWE,2000
A,CLV_I20_HAB,B1GQ,SE,2001,81.377000000,SWE,2001
A,CLV_I20_HAB,B1GQ,SE,2002,82.951000000,SWE,2002
A,CLV_I20_HAB,B1GQ,SE,2003,84.219000000,SWE,2003
A,CLV_I20_HAB,B1GQ,SE,2004,87.390000000,SWE,2004
A,CLV_I20_HAB,B1GQ,SE,2005,89.500000000,SWE,2005
A,CLV_I20_HAB,B1GQ,SE,2006,93.103000000,SWE,2006
A,CLV_I20_HAB,B1GQ,SE,2007,95.446000000,SWE,2007
A,CLV_I20_HAB,B1GQ,SE,2008,93.825000000,SWE,2008
A,CLV_I20_HAB,B1GQ,SE,2009,89.075000000,SWE,2009
A,CLV_I20_HAB,B1GQ,SE,2010,93.388000000,SWE,2010
A,CLV_I20_HAB,B1GQ,SE,2011,95.611000000,SWE,2011
A,CLV_I20_HAB,B1GQ,SE,2012,94.530000000,SWE,2012
A,CLV_I20_HAB,B1GQ,SE,2013,94.792000000,SWE,2013
A,CLV_I20_HAB,B1GQ,SE,2014,95.987000000,SWE,2014
A,CLV_I20_HAB,B1GQ,SE,2015,99.155000000,SWE,2015
A,CLV_I20_HAB,B1GQ,SE,2016,100.081000000,SWE,2016
A,CLV_I20_HAB,B1GQ,SE,2017,100.523000000,SWE,2017
A,CLV_I20_HAB,B1GQ,SE,2018,101.121000000,SWE,2018
A,CLV_I20_HAB,B1GQ,SE,2019,102.660000000,SWE,2019
A,CLV_I20_HAB,B1GQ,SE,2020,100.000000000,SWE,2020
A,CLV_I20_HAB,B1GQ,SE,2021,104.596000000,SWE,2021
A,CLV_I20_HAB,B1GQ,SE,2022,104.789000000,SWE,2022
A,CLV_I20_HAB,B1GQ,SE,2023,103.862000000,SWE,2023
A,CLV_I20_HAB,B1GQ,SE,2024,104.608000000,SWE,2024
