freq,unit,na_item,geo,time,nominal_gdp_mio_eur,country,year
A,CP_MEUR,B1GQ,NL,1995,346510.000000000,NLD,1995
A,CP_MEUR,B1GQ,NL,1996,355624.300000000,NLD,1996
A,CP_MEUR,B1GQ,NL,1997,368473.600000000,NLD,1997
A,CP_MEUR,B1GQ,NL,1998,392001.000000000,NLD,1998
A,CP_MEUR,B1GQ,NL,1999,420143.000000000,NLD,1999
A,CP_MEUR,B1GQ,NL,2000,452191.000000000,NLD,2000
A,CP_MEUR,B1GQ,NL,2001,482941.000000000,NLD,2001
A,CP_MEUR,B1GQ,NL,2002,502901.000000000,NLD,2002
A,CP_MEUR,B1GQ,NL,2003,514901.000000000,NLD,2003
A,CP_MEUR,B1GQ,NL,2004,531573.000000000,NLD,2004
A,CP_MEUR,B1GQ,NL,2005,553122.000000000,NLD,2005
A,CP_MEUR,B1GQ,NL,2006,587444.000000000,NLD,2006
A,CP_MEUR,B1GQ,NL,2007,622775.000000000,NLD,2007
A,CP_MEUR,B1GQ,NL,2008,651299.000000000,NLD,2008
A,CP_MEUR,B1GQ,NL,2009,630173.000000000,NLD,2009
A,CP_MEUR,B1GQ,NL,2010,643022.000000000,NLD,2010
A,CP_MEUR,B1GQ,NL,2011,656013.000000000,NLD,2011
A,CP_MEUR,B1GQ,NL,2012,658232.000000000,NLD,2012
A,CP_MEUR,B1GQ,NL,2013,665567.000000000,NLD,2013
A,CP_MEUR,B1GQ,NL,2014,678627.000000000,NLD,2014
A,CP_MEUR,B1GQ,NL,2015,699175.000000000,NLD,2015
A,CP_MEUR,B1GQ,NL,2016,720175.000000000,NLD,2016
A,CP_MEUR,B1GQ,NL,2017,750861.000000000,NLD,2017
A,CP_MEUR,B1GQ,NL,2018,787273.000000000,NLD,2018
A,CP_MEUR,B1GQ,NL,2019,829767.000000000,NLD,2019
A,CP_MEUR,B1GQ,NL,2020,816463.000000000,NLD,2020
A,CP_MEUR,B1GQ,NL,2021,891550.000000000,NLD,2021
A,CP_MEUR,B1GQ,NL,2022,993820.000000000,NLD,2022
A,CP_MEUR,B1GQ,NL,2023,1050133.000000000,NLD,2023
A,CP_MEUR,B1GQ,NL,2024,1121543.000000000,NLD,2024
A,CP_MEUR,B1GQ,AT,1995,183629.200000000,AUT,1995
A,CP_MEUR,B1GQ,AT,1996,185944.900000000,AUT,1996
A,CP_MEUR,B1GQ,AT,1997,186913.000000000,AUT,1997
A,CP_MEUR,B1GQ,AT,1998,193947.000000000,AUT,1998
A,CP_MEUR,B1GQ,AT,1999,203064.900000000,AUT,1999
A,CP_MEUR,B1GQ,AT,2000,212406.800000000,AUT,2000
A,CP_MEUR,B1GQ,AT,2001,219373.300000000,AUT,2001
A,CP_MEUR,B1GQ,AT,2002,225087.900000000,AUT,2002
A,CP_MEUR,B1GQ,AT,2003,230541.900000000,AUT,2003
A,CP_MEUR,B1GQ,AT,2004,240541.700000000,AUT,2004
A,CP_MEUR,B1GQ,AT,2005,252354.900000000,AUT,2005
A,CP_MEUR,B1GQ,AT,2006,265933.700000000,AUT,2006
A,CP_MEUR,B1GQ,AT,2007,282208.200000000,AUT,2007
A,CP_MEUR,B1GQ,AT,2008,291846.200000000,AUT,2008
A,CP_MEUR,B1GQ,AT,2009,286274.100000000,AUT,2009
A,CP_MEUR,B1GQ,AT,2010,294050.600000000,AUT,2010
A,CP_MEUR,B1GQ,AT,2011,308167.000000000,AUT,2011
A,CP_MEUR,B1GQ,AT,2012,316589.400000000,AUT,2012
A,CP_MEUR,B1GQ,AT,2013,321191.700000000,AUT,2013
A,CP_MEUR,B1GQ,AT,2014,330113.500000000,AUT,2014
A,CP_MEUR,B1GQ,AT,2015,342083.500000000,AUT,2015
A,CP_MEUR,B1GQ,AT,2016,355665.600000000,AUT,2016
A,CP_MEUR,B1GQ,AT,2017,367294.900000000,AUT,2017
A,CP_MEUR,B1GQ,AT,2018,383234.300000000,AUT,2018
A,CP_MEUR,B1GQ,AT,2019,395706.800000000,AUT,2019
A,CP_MEUR,B1GQ,AT,2020,380317.900000000,AUT,2020
A,CP_MEUR,B1GQ,AT,2021,406231.500000000,AUT,2021
A,CP_MEUR,B1GQ,AT,2022,449382.200000000,AUT,2022
A,CP_MEUR,B1GQ,AT,2023,477837.300000000,AUT,2023
A,CP_MEUR,B1GQ,AT,2024,494087.600000000,AUT,2024
A,CP_MEUR,B1GQ,PL,1995,109251.200000000,POL,1995
A,CP_MEUR,B1GQ,PL,1996,126689.100000000,POL,1996
A,CP_MEUR,B1GQ,PL,1997,141122.100000000,POL,1997
A,CP_MEUR,B1GQ,PL,1998,155540.900000000,POL,1998
A,CP_MEUR,B1GQ,PL,1999,160193.700000000,POL,1999
A,CP_MEUR,B1GQ,PL,2000,187532.800000000,POL,2000
A,CP_MEUR,B1GQ,PL,2001,213857.200000000,POL,2001
A,CP_MEUR,B1GQ,PL,2002,211220.000000000,POL,2002
A,CP_MEUR,B1GQ,PL,2003,193199.600000000,POL,2003
A,CP_MEUR,B1GQ,PL,2004,207064.400000000,POL,2004
A,CP_MEUR,B1GQ,PL,2005,246903.600000000,POL,2005
A,CP_MEUR,B1GQ,PL,2006,275514.000000000,POL,2006
A,CP_MEUR,B1GQ,PL,2007,314356.300000000,POL,2007
A,CP_MEUR,B1GQ,PL,2008,367420.900000000,POL,2008
A,CP_MEUR,B1GQ,PL,2009,317876.900000000,POL,2009
A,CP_MEUR,B1GQ,PL,2010,360890.700000000,POL,2010
A,CP_MEUR,B1GQ,PL,2011,379540.600000000,POL,2011
A,CP_MEUR,B1GQ,PL,2012,387660.300000000,POL,2012
A,CP_MEUR,B1GQ,PL,2013,390177.000000000,POL,2013
A,CP_MEUR,B1GQ,PL,2014,408714.700000000,POL,2014
A,CP_MEUR,B1GQ,PL,2015,432485.800000000,POL,2015
A,CP_MEUR,B1GQ,PL,2016,427658.600000000,POL,2016
A,CP_MEUR,B1GQ,PL,2017,469071.200000000,POL,2017
A,CP_MEUR,B1GQ,PL,2018,503951.000000000,POL,2018
A,CP_MEUR,B1GQ,PL,2019,538423.500000000,POL,2019
A,CP_MEUR,B1GQ,PL,2020,531827.400000000,POL,2020
A,CP_MEUR,B1GQ,PL,2021,583001.400000000,POL,2021
A,CP_MEUR,B1GQ,PL,2022,661712.300000000,POL,2022
A,CP_MEUR,B1GQ,PL,2023,751931.700000000,POL,2023
A,CP_MEUR,B1GQ,PL,2024,852229.800000000,POL,2024
A,CP_MEUR,B1GQ,PT,1995,91015.800000000,PRT,1995
A,CP_MEUR,B1GQ,PT,1996,96626.800000000,PRT,1996
A,CP_MEUR,B1GQ,PT,1997,103306.600000000,PRT,1997
A,CP_MEUR,B1GQ,PT,1998,110683.700000000,PRT,1998
A,CP_MEUR,B1GQ,PT,1999,119603.300000000,PRT,1999
A,CP_MEUR,B1GQ,PT,2000,128414.400000000,PRT,2000
A,CP_MEUR,B1GQ,PT,2001,135775.000000000,PRT,2001
A,CP_MEUR,B1GQ,PT,2002,142554.300000000,PRT,2002
A,CP_MEUR,B1GQ,PT,2003,146067.900000000,PRT,2003
A,CP_MEUR,B1GQ,PT,2004,152248.400000000,PRT,2004
A,CP_MEUR,B1GQ,PT,2005,158552.700000000,PRT,2005
A,CP_MEUR,B1GQ,PT,2006,166260.500000000,PRT,2006
A,CP_MEUR,B1GQ,PT,2007,175483.400000000,PRT,2007
A,CP_MEUR,B1GQ,PT,2008,179102.800000000,PRT,2008
A,CP_MEUR,B1GQ,PT,2009,175416.400000000,PRT,2009
A,CP_MEUR,B1GQ,PT,2010,179860.400000000,PRT,2010
A,CP_MEUR,B1GQ,PT,2011,176318.000000000,PRT,2011
A,CP_MEUR,B1GQ,PT,2012,168538.800000000,PRT,2012
A,CP_MEUR,B1GQ,PT,2013,170675.600000000,PRT,2013
A,CP_MEUR,B1GQ,PT,2014,173186.700000000,PRT,2014
A,CP_MEUR,B1GQ,PT,2015,179392.700000000,PRT,2015
A,CP_MEUR,B1GQ,PT,2016,186380.700000000,PRT,2016
A,CP_MEUR,B1GQ,PT,2017,195509.100000000,PRT,2017
A,CP_MEUR,B1GQ,PT,2018,204997.600000000,PRT,2018
A,CP_MEUR,B1GQ,PT,2019,214489.900000000,PRT,2019
A,CP_MEUR,B1GQ,PT,2020,201032.700000000,PRT,2020
A,CP_MEUR,B1GQ,PT,2021,216493.700000000,PRT,2021
A,CP_MEUR,B1GQ,PT,2022,243957.100000000,PRT,2022
A,CP_MEUR,B1GQ,PT,2023,270352.600000000,PRT,2023
A,CP_MEUR,B1GQ,PT,2024,289784.300000000,PRT,2024
A,CP_MEUR,B1GQ,RO,1995,28589.800000000,ROU,1995
A,CP_MEUR,B1GQ,RO,1996,29035.400000000,ROU,1996
A,CP_MEUR,B1GQ,RO,1997,31450.500000000,ROU,1997
A,CP_MEUR,B1GQ,RO,1998,37063.300000000,ROU,1998
A,CP_MEUR,B1GQ,RO,1999,33726.800000000,ROU,1999
A,CP_MEUR,B1GQ,RO,2000,40594.900000000,ROU,2000
A,CP_MEUR,B1GQ,RO,2001,45143.600000000,ROU,2001
A,CP_MEUR,B1GQ,RO,2002,48695.700000000,ROU,2002
A,CP_MEUR,B1GQ,RO,2003,51108.500000000,ROU,2003
A,CP_MEUR,B1GQ,RO,2004,60402.000000000,ROU,2004
A,CP_MEUR,B1GQ,RO,2005,79223.900000000,ROU,2005
A,CP_MEUR,B1GQ,RO,2006,97215.600000000,ROU,2006
A,CP_MEUR,B1GQ,RO,2007,127632.000000000,ROU,2007
A,CP_MEUR,B1GQ,RO,2008,146589.700000000,ROU,2008
A,CP_MEUR,B1GQ,RO,2009,125219.800000000,ROU,2009
A,CP_MEUR,B1GQ,RO,2010,128305.300000000,ROU,2010
A,CP_MEUR,B1GQ,RO,2011,138528.200000000,ROU,2011
A,CP_MEUR,B1GQ,RO,2012,139307.700000000,ROU,2012
A,CP_MEUR,B1GQ,RO,2013,142936.000000000,ROU,2013
A,CP_MEUR,B1GQ,RO,2014,150528.800000000,ROU,2014
A,CP_MEUR,B1GQ,RO,2015,160289.000000000,ROU,2015
A,CP_MEUR,B1GQ,RO,2016,167497.100000000,ROU,2016
A,CP_MEUR,B1GQ,RO,2017,186399.200000000,ROU,2017
A,CP_MEUR,B1GQ,RO,2018,204780.700000000,ROU,2018
A,CP_MEUR,B1GQ,RO,2019,223341.400000000,ROU,2019
A,CP_MEUR,B1GQ,RO,2020,219839.800000000,ROU,2020
A,CP_MEUR,B1GQ,RO,2021,240986.600000000,ROU,2021
A,CP_MEUR,B1GQ,RO,2022,280777.400000000,ROU,2022
A,CP_MEUR,B1GQ,RO,2023,321577.900000000,ROU,2023
A,CP_MEUR,B1GQ,RO,2024,353633.100000000,ROU,2024
A,CP_MEUR,B1GQ,SI,1995,16352.000000000,SVN,1995
A,CP_MEUR,B1GQ,SI,1996,16917.300000000,SVN,1996
A,CP_MEUR,B1GQ,SI,1997,18288.800000000,SVN,1997
A,CP_MEUR,B1GQ,SI,1998,19706.300000000,SVN,1998
A,CP_MEUR,B1GQ,SI,1999,21132.400000000,SVN,1999
A,CP_MEUR,B1GQ,SI,2000,21726.200000000,SVN,2000
A,CP_MEUR,B1GQ,SI,2001,23018.100000000,SVN,2001
A,CP_MEUR,B1GQ,SI,2002,24679.700000000,SVN,2002
A,CP_MEUR,B1GQ,SI,2003,26004.700000000,SVN,2003
A,CP_MEUR,B1GQ,SI,2004,27484.300000000,SVN,2004
A,CP_MEUR,B1GQ,SI,2005,28914.400000000,SVN,2005
A,CP_MEUR,B1GQ,SI,2006,31300.200000000,SVN,2006
A,CP_MEUR,B1GQ,SI,2007,34936.900000000,SVN,2007
A,CP_MEUR,B1GQ,SI,2008,37742.100000000,SVN,2008
A,CP_MEUR,B1GQ,SI,2009,35830.300000000,SVN,2009
A,CP_MEUR,B1GQ,SI,2010,36050.800000000,SVN,2010
A,CP_MEUR,B1GQ,SI,2011,36782.200000000,SVN,2011
A,CP_MEUR,B1GQ,SI,2012,35933.600000000,SVN,2012
A,CP_MEUR,B1GQ,SI,2013,36041.300000000,SVN,2013
A,CP_MEUR,B1GQ,SI,2014,37270.900000000,SVN,2014
A,CP_MEUR,B1GQ,SI,2015,38493.900000000,SVN,2015
A,CP_MEUR,B1GQ,SI,2016,40013.200000000,SVN,2016
A,CP_MEUR,B1GQ,SI,2017,42625.500000000,SVN,2017
A,CP_MEUR,B1GQ,SI,2018,45462.400000000,SVN,2018
A,CP_MEUR,B1GQ,SI,2019,48156.500000000,SVN,2019
A,CP_MEUR,B1GQ,SI,2020,46738.700000000,SVN,2020
A,CP_MEUR,B1GQ,SI,2021,52032.400000000,SVN,2021
A,CP_MEUR,B1GQ,SI,2022,56881.600000000,SVN,2022
A,CP_MEUR,B1GQ,SI,2023,64050.000000000,SVN,2023
A,CP_MEUR,B1GQ,SI,2024,67418.100000000,SVN,2024
A,CP_MEUR,B1GQ,SK,1995,15524.400000000,SVK,1995
A,CP_MEUR,B1GQ,SK,1996,17219.800000000,SVK,1996
A,CP_MEUR,B1GQ,SK,1997,19427.800000000,SVK,1997
A,CP_MEUR,B1GQ,SK,1998,20415.600000000,SVK,1998
A,CP_MEUR,B1GQ,SK,1999,19537.000000000,SVK,1999
A,CP_MEUR,B1GQ,SK,2000,22368.600000000,SVK,2000
A,CP_MEUR,B1GQ,SK,2001,23869.300000000,SVK,2001
A,CP_MEUR,B1GQ,SK,2002,26300.300000000,SVK,2002
A,CP_MEUR,B1GQ,SK,2003,29924.100000000,SVK,2003
A,CP_MEUR,B1GQ,SK,2004,34623.400000000,SVK,2004
A,CP_MEUR,B1GQ,SK,2005,39239.700000000,SVK,2005
A,CP_MEUR,B1GQ,SK,2006,45592.000000000,SVK,2006
A,CP_MEUR,B1GQ,SK,2007,56354.700000000,SVK,2007
A,CP_MEUR,B1GQ,SK,2008,66065.400000000,SVK,2008
A,CP_MEUR,B1GQ,SK,2009,64055.100000000,SVK,2009
A,CP_MEUR,B1GQ,SK,2010,68726.700000000,SVK,2010
A,CP_MEUR,B1GQ,SK,2011,71629.500000000,SVK,2011
A,CP_MEUR,B1GQ,SK,2012,73727.600000000,SVK,2012
A,CP_MEUR,B1GQ,SK,2013,74642.700000000,SVK,2013
A,CP_MEUR,B1GQ,SK,2014,76562.300000000,SVK,2014
A,CP_MEUR,B1GQ,SK,2015,80376.300000000,SVK,2015
A,CP_MEUR,B1GQ,SK,2016,81621.600000000,SVK,2016
A,CP_MEUR,B1GQ,SK,2017,84960.400000000,SVK,2017
A,CP_MEUR,B1GQ,SK,2018,90275.900000000,SVK,2018
A,CP_MEUR,B1GQ,SK,2019,94547.500000000,SVK,2019
A,CP_MEUR,B1GQ,SK,2020,94320.600000000,SVK,2020
A,CP_MEUR,B1GQ,SK,2021,101891.600000000,SVK,2021
A,CP_MEUR,B1GQ,SK,2022,109959.800000000,SVK,2022
A,CP_MEUR,B1GQ,SK,2023,123538.700000000,SVK,2023
A,CP_MEUR,B1GQ,SK,2024,130207.500000000,SVK,2024
A,CP_MEUR,B1GQ,FI,1995,102544.700000000,FIN,1995
A,CP_MEUR,B1GQ,FI,1996,104034.100000000,FIN,1996
A,CP_MEUR,B1GQ,FI,1997,111990.000000000,FIN,1997
A,CP_MEUR,B1GQ,FI,1998,119690.600000000,FIN,1998
A,CP_MEUR,B1GQ,FI,1999,126888.000000000,FIN,1999
A,CP_MEUR,B1GQ,FI,2000,136386.000000000,FIN,2000
A,CP_MEUR,B1GQ,FI,2001,144613.000000000,FIN,2001
A,CP_MEUR,B1GQ,FI,2002,148440.000000000,FIN,2002
A,CP_MEUR,B1GQ,FI,2003,151714.000000000,FIN,2003
A,CP_MEUR,B1GQ,FI,2004,158741.000000000,FIN,2004
A,CP_MEUR,B1GQ,FI,2005,164666.000000000,FIN,2005
A,CP_MEUR,B1GQ,FI,2006,172861.000000000,FIN,2006
A,CP_MEUR,B1GQ,FI,2007,187059.000000000,FIN,2007
A,CP_MEUR,B1GQ,FI,2008,194253.000000000,FIN,2008
A,CP_MEUR,B1GQ,FI,2009,181735.000000000,FIN,2009
A,CP_MEUR,B1GQ,FI,2010,188147.000000000,FIN,2010
A,CP_MEUR,B1GQ,FI,2011,197655.000000000,FIN,2011
A,CP_MEUR,B1GQ,FI,2012,200378.000000000,FIN,2012
A,CP_MEUR,B1GQ,FI,2013,203497.000000000,FIN,2013
A,CP_MEUR,B1GQ,FI,2014,205855.000000000,FIN,2014
A,CP_MEUR,B1GQ,FI,2015,210192.000000000,FIN,2015
A,CP_MEUR,B1GQ,FI,2016,215717.000000000,FIN,2016
A,CP_MEUR,B1GQ,FI,2017,224706.000000000,FIN,2017
A,CP_MEUR,B1GQ,FI,2018,231905.000000000,FIN,2018
A,CP_MEUR,B1GQ,FI,2019,238518.000000000,FIN,2019
A,CP_MEUR,B1GQ,FI,2020,236387.000000000,FIN,2020
A,CP_MEUR,B1GQ,FI,2021,248764.000000000,FIN,2021
A,CP_MEUR,B1GQ,FI,2022,266135.000000000,FIN,2022
A,CP_MEUR,B1GQ,FI,2023,273005.000000000,FIN,2023
A,CP_MEUR,B1GQ,FI,2024,275993.000000000,FIN,2024
A,CP_MEUR,B1GQ,SE,1995,204133.200000000,SWE,1995
A,CP_MEUR,B1GQ,SE,1996,229933.400000000,SWE,1996
A,CP_MEUR,B1GQ,SE,1997,236737.000000000,SWE,1997
A,CP_MEUR,B1GQ,SE,1998,241537.800000000,SWE,1998
A,CP_MEUR,B1GQ,SE,1999,257340.700000000,SWE,1999
A,CP_MEUR,B1GQ,SE,2000,285224.200000000,SWE,2000
A,CP_MEUR,B1GQ,SE,2001,270638.200000000,SWE,2001
A,CP_MEUR,B1GQ,SE,2002,284182.800000000,SWE,2002
A,CP_MEUR,B1GQ,SE,2003,296070.900000000,SWE,2003
A,CP_MEUR,B1GQ,SE,2004,309720.900000000,SWE,2004
A,CP_MEUR,B1GQ,SE,2005,315348.400000000,SWE,2005
A,CP_MEUR,B1GQ,SE,2006,336866.700000000,SWE,2006
A,CP_MEUR,B1GQ,SE,2007,358064.800000000,SWE,2007
A,CP_MEUR,B1GQ,SE,2008,352761.600000000,SWE,2008
A,CP_MEUR,B1GQ,SE,2009,313033.600000000,SWE,2009
A,CP_MEUR,B1GQ,SE,2010,372381.500000000,SWE,2010
A,CP_MEUR,B1GQ,SE,2011,410287.800000000,SWE,2011
A,CP_MEUR,B1GQ,SE,2012,427901.200000000,SWE,2012
A,CP_MEUR,B1GQ,SE,2013,439805.400000000,SWE,2013
A,CP_MEUR,B1GQ,SE,2014,435639.500000000,SWE,2014
A,CP_MEUR,B1GQ,SE,2015,452337.200000000,SWE,2015
A,CP_MEUR,B1GQ,SE,2016,463918.800000000,SWE,2016
A,CP_MEUR,B1GQ,SE,2017,474838.200000000,SWE,2017
A,CP_MEUR,B1GQ,SE,2018,465753.300000000,SWE,2018
A,CP_MEUR,B1GQ,SE,2019,474202.900000000,SWE,2019
A,CP_MEUR,B1GQ,SE,2020,478106.900000000,SWE,2020
A,CP_MEUR,B1GQ,SE,2021,533953.600000000,SWE,2021
A,CP_MEUR,B1GQ,SE,2022,547190.400000000,SWE,2022
A,CP_MEUR,B1GQ,SE,2023,535176.800000000,SWE,2023
A,CP_MEUR,B1GQ,SE,2024,559072.500000000,SWE,2024
