country,year,measure,domestic_value_added_share_pct,import_content_share
ESP,2005,CONS_VA_SH,80.214000000,0.197860000
HRV,2005,CONS_VA_SH,72.039000000,0.279610000
SWE,2005,CONS_VA_SH,78.237000000,0.217630000
SVN,2005,CONS_VA_SH,67.272000000,0.327280000
BGR,2005,CONS_VA_SH,70.442000000,0.295580000
SVK,2005,CONS_VA_SH,66.571000000,0.334290000
MLT,2005,CONS_VA_SH,61.007000000,0.389930000
CYP,2005,CONS_VA_SH,69.447000000,0.305530000
IRL,2011,CONS_VA_SH,61.414000000,0.385860000
DNK,2011,CONS_VA_SH,76.479000000,0.235210000
LUX,2011,CONS_VA_SH,58.555000000,0.414450000
BEL,2011,CONS_VA_SH,69.006000000,0.309940000
GRC,2011,CONS_VA_SH,79.129000000,0.208710000
EST,2011,CONS_VA_SH,62.359000000,0.376410000
LTU,2011,CONS_VA_SH,64.542000000,0.354580000
AUT,2011,CONS_VA_SH,72.121000000,0.278790000
CZE,2011,CONS_VA_SH,68.092000000,0.319080000
LVA,2011,CONS_VA_SH,66.450000000,0.335500000
FRA,2011,CONS_VA_SH,80.465000000,0.195350000
DEU,2011,CONS_VA_SH,77.763000000,0.222370000
HUN,2011,CONS_VA_SH,66.046000000,0.339540000
ITA,2011,CONS_VA_SH,80.387000000,0.196130000
FIN,2011,CONS_VA_SH,76.349000000,0.236510000
ROU,2010,CONS_VA_SH,77.241000000,0.227590000
MLT,2010,CONS_VA_SH,59.483000000,0.405170000
BEL,2012,CONS_VA_SH,68.710000000,0.312900000
AUT,2012,CONS_VA_SH,72.137000000,0.278630000
BGR,2003,CONS_VA_SH,76.031000000,0.239690000
FIN,2003,CONS_VA_SH,79.835000000,0.201650000
PRT,2003,CONS_VA_SH,76.814000000,0.231860000
ITA,2003,CONS_VA_SH,83.143000000,0.168570000
ESP,2003,CONS_VA_SH,80.988000000,0.190120000
FRA,2003,CONS_VA_SH,83.523000000,0.164770000
GRC,2003,CONS_VA_SH,80.745000000,0.192550000
SVN,2003,CONS_VA_SH,70.324000000,0.296760000
POL,2003,CONS_VA_SH,77.648000000,0.223520000
SWE,2003,CONS_VA_SH,79.596000000,0.204040000
LVA,2003,CONS_VA_SH,72.319000000,0.276810000
HUN,2003,CONS_VA_SH,70.354000000,0.296460000
DEU,2003,CONS_VA_SH,82.258000000,0.177420000
AUT,2003,CONS_VA_SH,75.502000000,0.244980000
SVK,2003,CONS_VA_SH,72.278000000,0.277220000
LUX,2003,CONS_VA_SH,61.291000000,0.387090000
IRL,2003,CONS_VA_SH,67.611000000,0.323890000
NLD,2003,CONS_VA_SH,75.809000000,0.241910000
LTU,2003,CONS_VA_SH,73.349000000,0.266510000
EST,2003,CONS_VA_SH,68.979000000,0.310210000
BEL,2003,CONS_VA_SH,70.969000000,0.290310000
DNK,2003,CONS_VA_SH,80.336000000,0.196640000
NLD,2009,CONS_VA_SH,75.242000000,0.247580000
BEL,2009,CONS_VA_SH,70.755000000,0.292450000
IRL,2009,CONS_VA_SH,63.616000000,0.363840000
DNK,2009,CONS_VA_SH,77.534000000,0.224660000
LUX,2009,CONS_VA_SH,62.819000000,0.371810000
EST,2009,CONS_VA_SH,68.019000000,0.319810000
FRA,2009,CONS_VA_SH,82.293000000,0.177070000
AUT,2009,CONS_VA_SH,75.611000000,0.243890000
DEU,2009,CONS_VA_SH,80.977000000,0.190230000
GRC,2009,CONS_VA_SH,80.072000000,0.199280000
LTU,2009,CONS_VA_SH,72.628000000,0.273720000
POL,2009,CONS_VA_SH,75.823000000,0.241770000
SWE,2009,CONS_VA_SH,78.132000000,0.218680000
HUN,2009,CONS_VA_SH,67.676000000,0.323240000
SVN,2009,CONS_VA_SH,67.255000000,0.327450000
CZE,2009,CONS_VA_SH,71.334000000,0.286660000
SVK,2009,CONS_VA_SH,70.092000000,0.299080000
FIN,2009,CONS_VA_SH,78.685000000,0.213150000
LVA,2009,CONS_VA_SH,73.554000000,0.264460000
ITA,2009,CONS_VA_SH,82.966000000,0.170340000
PRT,2009,CONS_VA_SH,77.190000000,0.228100000
ESP,2009,CONS_VA_SH,83.087000000,0.169130000
ROU,2008,CONS_VA_SH,76.271000000,0.237290000
MLT,2008,CONS_VA_SH,57.942000000,0.420580000
CZE,2003,CONS_VA_SH,72.560000000,0.274400000
ROU,2009,CONS_VA_SH,79.780000000,0.202200000
HRV,2009,CONS_VA_SH,76.763000000,0.232370000
MLT,2009,CONS_VA_SH,60.608000000,0.393920000
CYP,2009,CONS_VA_SH,69.943000000,0.300570000
MLT,2003,CONS_VA_SH,65.588000000,0.344120000
CYP,2003,CONS_VA_SH,69.547000000,0.304530000
ROU,2003,CONS_VA_SH,79.863000000,0.201370000
ESP,2010,CONS_VA_SH,82.007000000,0.179930000
FIN,2010,CONS_VA_SH,77.416000000,0.225840000
ITA,2010,CONS_VA_SH,81.043000000,0.189570000
PRT,2010,CONS_VA_SH,75.358000000,0.246420000
HUN,2010,CONS_VA_SH,67.825000000,0.321750000
POL,2010,CONS_VA_SH,73.968000000,0.260320000
FRA,2010,CONS_VA_SH,81.174000000,0.188260000
SVK,2010,CONS_VA_SH,68.973000000,0.310270000
DEU,2010,CONS_VA_SH,78.876000000,0.211240000
LVA,2010,CONS_VA_SH,68.776000000,0.312240000
CZE,2010,CONS_VA_SH,69.916000000,0.300840000
AUT,2010,CONS_VA_SH,73.515000000,0.264850000
NLD,2010,CONS_VA_SH,77.390000000,0.226100000
LTU,2010,CONS_VA_SH,67.587000000,0.324130000
SVN,2010,CONS_VA_SH,65.545000000,0.344550000
EST,2010,CONS_VA_SH,64.750000000,0.352500000
GRC,2010,CONS_VA_SH,80.482000000,0.195180000
BEL,2010,CONS_VA_SH,70.155000000,0.298450000
LUX,2010,CONS_VA_SH,58.978000000,0.410220000
DNK,2010,CONS_VA_SH,77.375000000,0.226250000
IRL,2010,CONS_VA_SH,61.876000000,0.381240000
DNK,2004,CONS_VA_SH,79.243000000,0.207570000
BEL,2004,CONS_VA_SH,70.681000000,0.293190000
EST,2004,CONS_VA_SH,67.464000000,0.325360000
CZE,2004,CONS_VA_SH,70.719000000,0.292810000
AUT,2004,CONS_VA_SH,75.389000000,0.246110000
PRT,2006,CONS_VA_SH,75.065000000,0.249350000
FIN,2006,CONS_VA_SH,76.616000000,0.233840000
ITA,2006,CONS_VA_SH,80.897000000,0.191030000
ESP,2006,CONS_VA_SH,79.579000000,0.204210000
FRA,2006,CONS_VA_SH,81.698000000,0.183020000
POL,2006,CONS_VA_SH,76.290000000,0.237100000
HUN,2006,CONS_VA_SH,66.036000000,0.339640000
DEU,2006,CONS_VA_SH,79.716000000,0.202840000
SWE,2006,CONS_VA_SH,77.562000000,0.224380000
AUT,2006,CONS_VA_SH,73.878000000,0.261220000
LVA,2006,CONS_VA_SH,68.398000000,0.316020000
SVN,2006,CONS_VA_SH,66.168000000,0.338320000
GRC,2006,CONS_VA_SH,78.525000000,0.214750000
CZE,2006,CONS_VA_SH,69.547000000,0.304530000
SVK,2006,CONS_VA_SH,65.099000000,0.349010000
IRL,2006,CONS_VA_SH,63.231000000,0.367690000
EST,2006,CONS_VA_SH,64.794000000,0.352060000
LUX,2006,CONS_VA_SH,59.880000000,0.401200000
LTU,2006,CONS_VA_SH,68.304000000,0.316960000
NLD,2006,CONS_VA_SH,74.035000000,0.259650000
BEL,2006,CONS_VA_SH,70.626000000,0.293740000
DNK,2006,CONS_VA_SH,76.040000000,0.239600000
DNK,2005,CONS_VA_SH,77.436000000,0.225640000
BEL,2005,CONS_VA_SH,71.052000000,0.289480000
LUX,2005,CONS_VA_SH,59.894000000,0.401060000
LTU,2005,CONS_VA_SH,71.987000000,0.280130000
EST,2005,CONS_VA_SH,66.148000000,0.338520000
IRL,2005,CONS_VA_SH,63.857000000,0.361430000
GRC,2005,CONS_VA_SH,80.143000000,0.198570000
CZE,2005,CONS_VA_SH,70.067000000,0.299330000
LVA,2005,CONS_VA_SH,69.620000000,0.303800000
DEU,2005,CONS_VA_SH,80.687000000,0.193130000
AUT,2005,CONS_VA_SH,74.596000000,0.254040000
HUN,2005,CONS_VA_SH,68.612000000,0.313880000
FRA,2005,CONS_VA_SH,82.299000000,0.177010000
ITA,2005,CONS_VA_SH,82.102000000,0.178980000
FIN,2005,CONS_VA_SH,77.477000000,0.225230000
ROU,2004,CONS_VA_SH,78.833000000,0.211670000
MLT,2004,CONS_VA_SH,63.352000000,0.366480000
LTU,1997,CONS_VA_SH,72.049000000,0.279510000
LUX,1997,CONS_VA_SH,60.658000000,0.393420000
HUN,1997,CONS_VA_SH,76.105000000,0.238950000
LVA,1997,CONS_VA_SH,70.965000000,0.290350000
DEU,1997,CONS_VA_SH,83.604000000,0.163960000
IRL,1997,CONS_VA_SH,71.164000000,0.288360000
ITA,1997,CONS_VA_SH,84.505000000,0.154950000
GRC,1997,CONS_VA_SH,85.295000000,0.147050000
FRA,1997,CONS_VA_SH,84.903000000,0.150970000
FIN,1997,CONS_VA_SH,80.788000000,0.192120000
FIN,2004,CONS_VA_SH,79.270000000,0.207300000
PRT,2004,CONS_VA_SH,76.012000000,0.239880000
ITA,2004,CONS_VA_SH,82.866000000,0.171340000
ESP,2004,CONS_VA_SH,80.589000000,0.194110000
GRC,2004,CONS_VA_SH,80.315000000,0.196850000
HUN,2004,CONS_VA_SH,69.772000000,0.302280000
LVA,2004,CONS_VA_SH,69.672000000,0.303280000
POL,2004,CONS_VA_SH,77.435000000,0.225650000
HRV,2004,CONS_VA_SH,72.276000000,0.277240000
FRA,2004,CONS_VA_SH,83.124000000,0.168760000
DEU,2004,CONS_VA_SH,81.887000000,0.181130000
SWE,2004,CONS_VA_SH,79.398000000,0.206020000
SVN,2004,CONS_VA_SH,68.886000000,0.311140000
LTU,2004,CONS_VA_SH,72.662000000,0.273380000
BGR,2004,CONS_VA_SH,72.359000000,0.276410000
SVK,2004,CONS_VA_SH,68.445000000,0.315550000
LUX,2004,CONS_VA_SH,59.926000000,0.400740000
IRL,2004,CONS_VA_SH,66.163000000,0.338370000
NLD,2004,CONS_VA_SH,74.972000000,0.250280000
CYP,2004,CONS_VA_SH,68.663000000,0.313370000
DNK,2002,CONS_VA_SH,79.506000000,0.204940000
NLD,2002,CONS_VA_SH,76.382000000,0.236180000
BEL,2002,CONS_VA_SH,70.585000000,0.294150000
EST,2002,CONS_VA_SH,68.619000000,0.313810000
LTU,2002,CONS_VA_SH,73.316000000,0.266840000
IRL,2002,CONS_VA_SH,65.159000000,0.348410000
LUX,2002,CONS_VA_SH,61.603000000,0.383970000
AUT,2002,CONS_VA_SH,75.318000000,0.246820000
SVK,2002,CONS_VA_SH,71.721000000,0.282790000
CZE,2002,CONS_VA_SH,73.142000000,0.268580000
DEU,2002,CONS_VA_SH,82.556000000,0.174440000
HUN,2002,CONS_VA_SH,70.711000000,0.292890000
SVN,2002,CONS_VA_SH,70.434000000,0.295660000
SWE,2002,CONS_VA_SH,79.070000000,0.209300000
GRC,2002,CONS_VA_SH,79.894000000,0.201060000
ESP,2002,CONS_VA_SH,80.487000000,0.195130000
FRA,2002,CONS_VA_SH,83.291000000,0.167090000
ITA,2002,CONS_VA_SH,82.687000000,0.173130000
POL,2002,CONS_VA_SH,78.961000000,0.210390000
PRT,2002,CONS_VA_SH,76.007000000,0.239930000
LVA,2002,CONS_VA_SH,72.669000000,0.273310000
FIN,2002,CONS_VA_SH,80.568000000,0.194320000
CYP,1996,CONS_VA_SH,66.264000000,0.337360000
HRV,1996,CONS_VA_SH,76.425000000,0.235750000
BGR,1996,CONS_VA_SH,79.717000000,0.202830000
NLD,2005,CONS_VA_SH,74.544000000,0.254560000
LTU,2001,CONS_VA_SH,73.487000000,0.265130000
PRT,2001,CONS_VA_SH,75.084000000,0.249160000
POL,2001,CONS_VA_SH,79.816000000,0.201840000
ROU,2001,CONS_VA_SH,81.759000000,0.182410000
ESP,2001,CONS_VA_SH,79.875000000,0.201250000
HRV,2001,CONS_VA_SH,73.990000000,0.260100000
SVK,2001,CONS_VA_SH,71.548000000,0.284520000
SVN,2001,CONS_VA_SH,69.790000000,0.302100000
SWE,2001,CONS_VA_SH,78.554000000,0.214460000
BGR,2001,CONS_VA_SH,76.035000000,0.239650000
LUX,2001,CONS_VA_SH,60.187000000,0.398130000
MLT,2001,CONS_VA_SH,64.959000000,0.350410000
NLD,2001,CONS_VA_SH,75.779000000,0.242210000
CYP,2001,CONS_VA_SH,65.716000000,0.342840000
NLD,1999,CONS_VA_SH,74.983000000,0.250170000
BEL,1999,CONS_VA_SH,71.720000000,0.282800000
EST,1999,CONS_VA_SH,66.248000000,0.337520000
DNK,1999,CONS_VA_SH,81.018000000,0.189820000
LUX,1999,CONS_VA_SH,60.520000000,0.394800000
CZE,1999,CONS_VA_SH,72.240000000,0.277600000
HUN,1999,CONS_VA_SH,71.354000000,0.286460000
IRL,1999,CONS_VA_SH,67.692000000,0.323080000
DEU,1999,CONS_VA_SH,82.963000000,0.170370000
SVN,1999,CONS_VA_SH,70.468000000,0.295320000
AUT,1999,CONS_VA_SH,76.188000000,0.238120000
SWE,1999,CONS_VA_SH,79.970000000,0.200300000
SVK,1999,CONS_VA_SH,75.307000000,0.246930000
LVA,1999,CONS_VA_SH,72.672000000,0.273280000
POL,1999,CONS_VA_SH,80.720000000,0.192800000
ESP,1999,CONS_VA_SH,80.896000000,0.191040000
GRC,1999,CONS_VA_SH,82.642000000,0.173580000
ITA,1999,CONS_VA_SH,84.036000000,0.159640000
FRA,1999,CONS_VA_SH,84.320000000,0.156800000
PRT,1999,CONS_VA_SH,75.582000000,0.244180000
LTU,1999,CONS_VA_SH,75.756000000,0.242440000
FIN,1999,CONS_VA_SH,81.445000000,0.185550000
HRV,2003,CONS_VA_SH,72.436000000,0.275640000
PRT,1997,CONS_VA_SH,76.500000000,0.235000000
POL,1997,CONS_VA_SH,83.010000000,0.169900000
ESP,1997,CONS_VA_SH,82.561000000,0.174390000
SWE,1997,CONS_VA_SH,80.742000000,0.192580000
SVN,1997,CONS_VA_SH,70.578000000,0.294220000
ROU,1997,CONS_VA_SH,80.472000000,0.195280000
SVK,1997,CONS_VA_SH,72.900000000,0.271000000
HRV,1997,CONS_VA_SH,72.782000000,0.272180000
BGR,1997,CONS_VA_SH,79.514000000,0.204860000
NLD,1997,CONS_VA_SH,75.074000000,0.249260000
MLT,1997,CONS_VA_SH,66.117000000,0.338830000
CYP,1997,CONS_VA_SH,66.215000000,0.337850000
CYP,1999,CONS_VA_SH,67.405000000,0.325950000
MLT,1999,CONS_VA_SH,65.321000000,0.346790000
BGR,1999,CONS_VA_SH,76.773000000,0.232270000
HRV,1999,CONS_VA_SH,77.526000000,0.224740000
ROU,1999,CONS_VA_SH,80.813000000,0.191870000
BGR,2002,CONS_VA_SH,77.432000000,0.225680000
BEL,2000,CONS_VA_SH,69.171000000,0.308290000
CZE,2000,CONS_VA_SH,70.425000000,0.295750000
AUT,2000,CONS_VA_SH,75.075000000,0.249250000
ROU,1998,CONS_VA_SH,81.112000000,0.188880000
HRV,1998,CONS_VA_SH,77.156000000,0.228440000
BGR,1998,CONS_VA_SH,82.805000000,0.171950000
MLT,1998,CONS_VA_SH,66.481000000,0.335190000
CYP,1998,CONS_VA_SH,67.853000000,0.321470000
MLT,2000,CONS_VA_SH,62.754000000,0.372460000
ROU,2000,CONS_VA_SH,82.443000000,0.175570000
FIN,2001,CONS_VA_SH,80.547000000,0.194530000
ITA,2001,CONS_VA_SH,82.336000000,0.176640000
FRA,2001,CONS_VA_SH,82.856000000,0.171440000
DEU,2001,CONS_VA_SH,81.539000000,0.184610000
GRC,2001,CONS_VA_SH,79.204000000,0.207960000
HUN,2001,CONS_VA_SH,69.192000000,0.308080000
AUT,2001,CONS_VA_SH,74.926000000,0.250740000
CZE,2001,CONS_VA_SH,71.341000000,0.286590000
BEL,2001,CONS_VA_SH,69.367000000,0.306330000
IRL,2001,CONS_VA_SH,64.448000000,0.355520000
EST,2001,CONS_VA_SH,69.571000000,0.304290000
DNK,2001,CONS_VA_SH,79.817000000,0.201830000
FIN,2000,CONS_VA_SH,79.462000000,0.205380000
PRT,2000,CONS_VA_SH,74.269000000,0.257310000
FRA,2000,CONS_VA_SH,82.910000000,0.170900000
POL,2000,CONS_VA_SH,78.477000000,0.215230000
ITA,2000,CONS_VA_SH,82.104000000,0.178960000
ESP,2000,CONS_VA_SH,79.741000000,0.202590000
LVA,2000,CONS_VA_SH,73.595000000,0.264050000
DNK,2000,CONS_VA_SH,79.512000000,0.204880000
DEU,2000,CONS_VA_SH,81.201000000,0.187990000
HRV,2000,CONS_VA_SH,75.963000000,0.240370000
SVN,2000,CONS_VA_SH,69.405000000,0.305950000
SVK,2000,CONS_VA_SH,73.200000000,0.268000000
GRC,2000,CONS_VA_SH,79.077000000,0.209230000
BGR,2000,CONS_VA_SH,77.507000000,0.224930000
SWE,2000,CONS_VA_SH,78.796000000,0.212040000
LTU,2000,CONS_VA_SH,74.859000000,0.251410000
LUX,2000,CONS_VA_SH,59.679000000,0.403210000
HUN,2000,CONS_VA_SH,68.058000000,0.319420000
IRL,2000,CONS_VA_SH,64.435000000,0.355650000
EST,2000,CONS_VA_SH,70.459000000,0.295410000
NLD,2000,CONS_VA_SH,75.048000000,0.249520000
CYP,2000,CONS_VA_SH,65.100000000,0.349000000
NLD,1998,CONS_VA_SH,75.312000000,0.246880000
BEL,1998,CONS_VA_SH,71.404000000,0.285960000
EST,1998,CONS_VA_SH,63.248000000,0.367520000
DNK,1998,CONS_VA_SH,80.558000000,0.194420000
SVN,1998,CONS_VA_SH,70.399000000,0.296010000
LUX,1998,CONS_VA_SH,59.115000000,0.408850000
AUT,1998,CONS_VA_SH,76.122000000,0.238780000
CZE,1998,CONS_VA_SH,73.059000000,0.269410000
HUN,1998,CONS_VA_SH,73.269000000,0.267310000
IRL,1998,CONS_VA_SH,67.498000000,0.325020000
LVA,1998,CONS_VA_SH,70.870000000,0.291300000
DEU,1998,CONS_VA_SH,83.515000000,0.164850000
SVK,1998,CONS_VA_SH,73.913000000,0.260870000
LTU,1998,CONS_VA_SH,72.901000000,0.270990000
SWE,1998,CONS_VA_SH,80.294000000,0.197060000
POL,1998,CONS_VA_SH,80.748000000,0.192520000
ESP,1998,CONS_VA_SH,81.946000000,0.180540000
PRT,1998,CONS_VA_SH,75.946000000,0.240540000
ITA,1998,CONS_VA_SH,84.272000000,0.157280000
FRA,1998,CONS_VA_SH,84.563000000,0.154370000
GRC,1998,CONS_VA_SH,83.770000000,0.162300000
FIN,1998,CONS_VA_SH,80.965000000,0.190350000
POL,1996,CONS_VA_SH,84.981000000,0.150190000
FIN,1996,CONS_VA_SH,81.153000000,0.188470000
GRC,1996,CONS_VA_SH,85.201000000,0.147990000
FRA,1996,CONS_VA_SH,85.489000000,0.145110000
SWE,1996,CONS_VA_SH,81.684000000,0.183160000
ESP,1996,CONS_VA_SH,83.898000000,0.161020000
PRT,1996,CONS_VA_SH,77.154000000,0.228460000
LUX,1996,CONS_VA_SH,62.449000000,0.375510000
ITA,1996,CONS_VA_SH,85.336000000,0.146640000
SVN,1996,CONS_VA_SH,71.200000000,0.288000000
DEU,1996,CONS_VA_SH,85.019000000,0.149810000
IRL,1996,CONS_VA_SH,71.913000000,0.280870000
LTU,1996,CONS_VA_SH,74.417000000,0.255830000
SVK,1996,CONS_VA_SH,72.762000000,0.272380000
LVA,1996,CONS_VA_SH,70.977000000,0.290230000
ROU,1996,CONS_VA_SH,80.622000000,0.193780000
HUN,1996,CONS_VA_SH,78.463000000,0.215370000
NLD,1996,CONS_VA_SH,75.084000000,0.249160000
MLT,1996,CONS_VA_SH,64.824000000,0.351760000
NLD,1995,CONS_VA_SH,75.446000000,0.245540000
BEL,1995,CONS_VA_SH,72.469000000,0.275310000
DNK,1995,CONS_VA_SH,81.545000000,0.184550000
EST,1995,CONS_VA_SH,64.630000000,0.353700000
CZE,1995,CONS_VA_SH,73.276000000,0.267240000
DEU,1995,CONS_VA_SH,84.962000000,0.150380000
HUN,1995,CONS_VA_SH,79.181000000,0.208190000
ITA,1995,CONS_VA_SH,84.261000000,0.157390000
SVK,1995,CONS_VA_SH,73.568000000,0.264320000
LTU,1995,CONS_VA_SH,75.323000000,0.246770000
SVN,1995,CONS_VA_SH,70.966000000,0.290340000
LVA,1995,CONS_VA_SH,73.096000000,0.269040000
IRL,1995,CONS_VA_SH,72.521000000,0.274790000
ESP,1995,CONS_VA_SH,83.864000000,0.161360000
LUX,1995,CONS_VA_SH,63.697000000,0.363030000
PRT,1995,CONS_VA_SH,77.456000000,0.225440000
AUT,1995,CONS_VA_SH,78.732000000,0.212680000
SWE,1995,CONS_VA_SH,81.376000000,0.186240000
FRA,1995,CONS_VA_SH,85.532000000,0.144680000
GRC,1995,CONS_VA_SH,85.527000000,0.144730000
FIN,1995,CONS_VA_SH,82.046000000,0.179540000
POL,1995,CONS_VA_SH,86.584000000,0.134160000
AUT,1997,CONS_VA_SH,76.720000000,0.232800000
CZE,1997,CONS_VA_SH,72.411000000,0.275890000
EST,1997,CONS_VA_SH,62.982000000,0.370180000
BEL,1997,CONS_VA_SH,71.386000000,0.286140000
DNK,1997,CONS_VA_SH,80.700000000,0.193000000
HRV,1995,CONS_VA_SH,76.150000000,0.238500000
ROU,1995,CONS_VA_SH,82.936000000,0.170640000
BGR,1995,CONS_VA_SH,87.645000000,0.123550000
MLT,1995,CONS_VA_SH,64.346000000,0.356540000
CYP,1995,CONS_VA_SH,66.095000000,0.339050000
BEL,1996,CONS_VA_SH,72.068000000,0.279320000
DNK,1996,CONS_VA_SH,81.384000000,0.186160000
CZE,1996,CONS_VA_SH,73.481000000,0.265190000
AUT,1996,CONS_VA_SH,77.661000000,0.223390000
EST,1996,CONS_VA_SH,64.236000000,0.357640000
